"Jour","Entreprises","PME/PMI","Professionnels","Résidentiels","Total"
2019-12-14,"10506825488.0",33698995,115023,38714869,44740590293
2019-12-27,"10714155891.0",35522093,112426,36472688,44095458376
2019-12-30,"11102681020.0",38430941,138642,46944309,50641219713
2020-01-20,"14677476020.0",49331968,227654,52855263,55854679097
2020-01-26,"9576245131.0",36855954,168467,50586462,46108252787
2020-02-02,"9085597118.0",33677563,131698,38643789,38282105370
2020-02-04,"14594277720.0",46461679,177055,39742982,47191353728
2020-02-05,"14780256946.0",48182540,185620,45315746,49589773467
2020-02-22,"10324719231.0",38755024,159020,47064898,43015816383
2020-02-28,"14129683743.0",48377003,224152,50904104,50270637403
2020-03-13,"13576954761.0",45346626,167970,41894223,43919068708
2020-03-25,"10824182179.0",36814387,110156,47962735,39891113751
2020-03-26,"10836312869.0",37651886,122800,48285011,40756050337
2020-03-31,"10994056110.0",38277986,127520,50382461,41900802362
2020-04-05,"7493533571.0",31968574,82103,37130308,30926164531
2020-04-07,"10688867284.0",39651796,90128,31240448,33141336483
2020-04-08,"10715013111.0",40855017,78142,30795197,32021835362
2020-04-14,"10388420130.0",39451955,85282,29616862,31720771953
2020-04-17,"10497707368.0",44500546,79080,27121461,30252133102
2020-04-27,"10474574418.0",41271398,83554,26402547,30059842924
2020-05-03,"7294434696.0",29586792,76213,30925851,27515254485
2020-05-05,"11422965736.0",38168809,70937,26957005,31095812408
2020-05-17,"7537046738.0",30050638,215108,29814336,26937558711
2020-05-25,"11360612539.0",47776877,227492,25026589,30092637354
2020-06-01,"9134916578.0",46722858,179073,25844243,26687039994
2020-06-02,"12354296511.0",58677613,234176,24040595,31045674012
2020-06-05,"11973035657.0",48782941,276417,25494311,30827965640
2020-06-09,"12563859651.0",51244796,288201,26226829,32116940803
2020-06-11,"12586604449.0",52164849,304183,26674624,32319052036
2020-06-25,"13842361722.0",75614439,293582,25868215,33921339697
2020-06-26,"13165527787.0",72857722,317169,25950265,32998459043
2020-06-28,"8361208265.0",57591606,214453,28167003,26565814642
2020-07-05,"8794116726.0",65224088,209385,28868965,27141158561
2020-07-07,"13788542995.0",85968904,269934,26276479,33278276176
2020-07-08,"13986553108.0",88507262,289788,27757503,33769293512
2020-07-25,"9870396030.0",84091438,233466,29144536,29338642168
2020-07-31,"13100370943.0",95858320,295422,29699968,34466032879
2020-08-24,"12066517420.0",68391340,282952,29435318,31090539148
2020-08-25,"13190670084.0",70864166,295612,29258009,32388337184
2020-09-01,"13126514218.0",61321083,429831,30589532,32517580236
2020-09-02,"13299427797.0",63257038,367022,32368220,32710064181
2020-09-04,"13274504690.0",65386147,444495,30288943,32748439685
2020-09-09,"13790241998.0",63632465,383723,32438831,33287262359
2020-09-11,"13341405766.0",63013701,434515,30825459,32862050857
2020-09-19,"9959165702.0",50016283,348513,34239816,29017702980
2020-09-25,"13194981468.0",51371261,503945,34665348,33193448180
2020-10-03,"9544590210.0",42005854,405644,50226078,33569062477
2020-10-09,"13179503651.0",48446732,515788,42579241,36281411505
2020-10-12,"13094121287.0",49290305,427128,54108934,39837112321
2020-10-18,"8680491960.0",41617368,365866,64377606,36020181708
2020-10-23,"13034191808.0",48464549,490479,48525788,36865398946
2020-11-28,"9928495371.0",41719095,432320,95691398,41336847711
2020-12-01,"14435848898.0",56728230,702170,108199404,51167479560
2020-12-07,"14043227793.0",57256427,820531,124591830,54185166951
2020-12-11,"13886638882.0",56563776,831831,115456568,51677453562
2020-12-18,"13073411540.0",52974909,750328,99721716,46646500975
2020-12-20,"8851754539.0",40637717,516115,100609928,40549661859
2020-12-31,"10242334334.0",52154851,720020,132437901,50531517575
2021-01-08,"14298661402.0",2830266231,1086545,156324611,60595112298
2021-01-15,"14121880244.0",2655650468,1075735,133313852,54819164044
2021-01-25,"14009458212.0",2711319578,982552,139620426,55321403131
2021-01-27,"14554063105.0",2656365539,918602,140079592,55289414357
2021-01-28,"14142356173.0",2456678364,933928,111812631,49219955899
2021-01-29,"13426472964.0",2301197535,882495,104948543,46389764964
2021-02-06,"10058326013.0",1841790379,736623,115045007,42370385067
2021-02-07,"9395052071.0",1810688918,774305,130926569,44319955048
2021-02-08,"13858794951.0",2655801836,1065242,142105149,54068351432
2021-02-11,"14723508180.0",2832230174,1177502,166470825,59869373272
2021-02-13,"11068547927.0",2385664590,1063043,182423507,57061856681
2021-03-02,"13566834212.0",2242258811,789603,103813843,44517335344
2021-03-10,"13926586940.0",2392072360,888140,128412585,48563540398
2021-03-13,"9938571879.0",1838453993,747188,120644265,41259874592
2021-03-24,"13553702705.0",2230466878,741363,109885096,43949336318
2021-03-28,"8794752852.0",1533720257,1683344,103230080,36020795678
2021-04-07,"13662306343.0",2315162236,1714444,120916070,46899949288
2021-04-08,"13519310626.0",2222988383,1665859,111478130,44849850536
2021-04-10,"9630672770.0",1640905229,1559336,104565754,37232185868
2021-04-11,"8813722332.0",1546862317,1524987,113038733,37427873125
2021-04-20,"13063000841.0",1994968273,1358839,88995145,39130925838
2021-04-25,"8458555336.0",1342277236,1199084,78528247,29547460946
2021-04-27,"12961110463.0",1935800205,1308355,74080631,36033283794
2021-05-10,"12255173750.0",1870522203,1149161,67590661,33455123746
2021-05-12,"12681369897.0",1912392274,1135069,77691350,35700149503
2021-05-27,"13212361349.0",1989554509,2033029,70945752,35281805651
2021-05-30,"8457988587.0",1306716302,1853521,66724043,26711990784
2021-06-11,"13394078293.0",2063438469,1907592,58932665,33062649948
2021-06-16,"14484136663.0",2230136786,1842687,63435852,35028301853
2021-06-20,"9026012339.0",1453370031,1816576,64850272,27215755776
2021-06-28,"12874142933.0",1993463073,1849281,61826765,32346662055
2021-07-18,"9179683149.0",1514033414,1972705,65496875,27327448801
2021-07-22,"14277159416.0",2229925758,2110394,62324409,34892459988
2021-07-23,"13697103982.0",2166469006,2137992,62733583,34198014655
2021-07-25,"9085898191.0",1539463404,2082133,65818455,27429237320
2021-07-26,"12780799566.0",2054744171,2096323,62193462,32432706050
2021-07-30,"12307486530.0",1990149465,2194722,62692384,32018259536
2021-08-02,"11083475278.0",1869260033,2049575,61776787,29873346721
2021-08-04,"11347245010.0",1861760288,2141250,64068393,30397880617
2021-08-16,"11055886063.0",1893561481,2440624,63689513,30130715402
2021-08-26,"13041639484.0",2041371892,2741262,64601058,32687724858
2021-09-12,"8910681797.0",1445697934,3216686,73115204,26921635536
2021-09-16,"13714079846.0",2083869827,3452244,66506751,33328439715
2021-09-17,"13123381856.0",2023532028,3493029,66418112,32634959840
2021-09-30,"13453141554.0",2077538180,3898905,76208548,34393952308
2021-10-08,"13072777611.0",2087688127,4206078,91581914,35858035895
2021-10-10,"8761896920.0",1476540157,4064153,104647937,30397217145
2021-10-16,"9957581871.0",1757615647,4406556,116481201,34002877450
2021-10-23,"10031067270.0",1810094435,4590180,125959570,35274070000
2021-11-09,"14374331487.0",2565488734,5255770,168463344,46790033389
2021-11-23,"14750582827.0",2745422509,5699805,203840428,51520612991
2021-11-24,"14761169939.0",2715487069,5654889,212866835,51774247875
2021-11-28,"10192571988.0",2161185632,5763738,250288045,49210373861
2021-12-04,"10839367447.0",2232030421,6097994,221003608,47372737530
2021-12-06,"14383542304.0",2847131248,6222061,228677066,53818067384
2021-12-14,"14861032640.0",2847689279,6435292,221145522,53363568605
2021-12-24,"10373324078.0",2214259792,6346351,219343045,46783755451
2021-12-28,"10794082662.0",2203011627,6101363,184028858,43417270395
2022-01-12,"15082732665.0",3022870110,6225384,273975727,57415290724
2022-01-16,"10362292102.0",2372231422,6149715,304225562,53378887093
2022-01-29,"10971995104.0",2403019509,5901030,265488473,50621755827
2022-02-06,"9799294209.0",2083256788,5580369,243416173,45826393334
2022-02-07,"13831394863.0",2691295740,5595626,213703116,49203683728
2022-02-10,"14393407248.0",2698879220,5674348,213359307,49724558707
2022-02-13,"9743963573.0",2073994147,5457081,245288692,45400131253
2022-03-11,"13561872791.0",2493230420,4942094,189208316,45116310185
2022-03-16,"13951216726.0",2438439189,4633437,179930082,43579512905
2022-03-25,"13036049659.0",2271703095,4258507,148685692,39236161464
2022-03-29,"13455644203.0",2249961253,4108115,131362509,37885359124
2022-04-04,"13664344634.0",2732211005,4272293,233497505,49556566589
2022-04-13,"13405230371.0",2200702427,3601646,139093760,38122415850
2022-04-15,"12615325508.0",2070892141,3461330,114044119,34647970060
2022-05-03,"13269790270.0",2143699519,3065827,107212818,34480930425
2022-05-15,"8894474280.0",1538300528,2576358,107046451,26873388370
2022-05-16,"12951094701.0",2139501182,2620780,96914452,32197560751
2022-05-18,"13996842823.0",2253624573,2674776,101284034,33806240962
2022-05-21,"10105339928.0",1789592375,2683822,104096018,28922421573
2022-05-27,"10644225210.0",1867081769,2624257,99388078,29697360603
2022-06-03,"13304029631.0",2177680556,2717688,98749545,33048134879
2022-06-27,"12913713637.0",2111556069,2415547,101310779,32248684270
2022-06-28,"13674004697.0",2167583409,2469639,97767397,33041056573
2022-07-03,"9154644196.0",1591708987,2367272,108994817,27167622488
2022-07-28,"13435508941.0",2289698409,2739720,99000004,33376668794
2022-08-02,"12565205022.0",2300287787,2813582,103224392,32990768631
2022-08-10,"11899141689.0",2206456340,2936260,104766937,31829064400
2022-08-20,"9336084386.0",1757518023,3025627,103561885,27297204248
2022-09-04,"9079346982.0",1583026942,3393380,114840321,26933010259
2022-09-12,"13067046793.0",2160350701,3633470,104152665,32027174839
2022-09-14,"13847985762.0",2192147576,3836466,109509964,33166389344
2022-10-10,"12468754276.0",2079175328,4437994,123343794,32749514599
2022-10-17,"12550720743.0",2066576626,4571778,117844262,32223809985
2022-11-30,"13854266854.0",2604236377,6006880,280857349,46920421935
2022-12-21,"12615370535.0",2381957285,6068485,259064773,43409023036
2022-12-22,"12094156782.0",2311369755,6025935,240364858,41932096200
2022-12-29,"9984334560.0",2135654795,5888433,254257054,39986126648
2022-12-30,"9735301376.0",2127516638,5959096,261396684,40056744229
2023-01-01,"7365003289.0",3533642560,5482732,231727597,32762531134
2023-01-04,"13038998803.0",5567780519,5425166,267147692,43962457295
2023-01-11,"13505856342.0",5700965171,5316215,281209535,45306019825
2023-01-13,"12972536224.0",5665165200,5547551,270785474,44418942187
2023-02-01,"13940748033.0",6231901613,5292400,347619406,50450957868
2023-02-03,"13367605067.0",6070883304,5405120,321261328,48353501886
2023-02-11,"10260436415.0",5330925916,4970382,379063161,47170726139
2023-02-20,"12758680797.0",5455809659,4347167,272150438,42949932466
2023-03-05,"9246766816.0",4600355077,4244957,365779475,43283976933
2023-03-10,"12912826807.0",5621886324,4473833,280207285,43697441376
2023-03-13,"12478838518.0",5117176717,3795435,222038330,38468265444
2023-03-26,"8490541685.0",3751002519,3097804,253876107,33668646711
2023-04-01,"9387669062.0",4185432960,3363391,237879699,34573879917
2023-04-07,"12402869232.0",5067670774,3430917,230328120,38740913636
2023-04-21,"12170974459.0",4725316586,2761211,203439692,35977321276
2023-04-24,"12102441983.0",4686262140,2554729,200079305,35623078272
2023-05-03,"12623919185.0",4425692417,2164896,162277455,32538352301
2023-05-14,"8183571303.0",3224482350,1927091,181171335,27376924530
2023-05-16,"12516688102.0",4598260063,2266108,165553701,33512050118
2023-06-03,"9357029521.0",3808189676,1847729,151246775,27134631189
2023-06-12,"12592312643.0",4644595982,1951645,141096129,31077761008
2023-06-13,"13247005603.0",4791441165,2056423,137158806,31892475351
2023-06-26,"12804507724.0",4777335244,2008687,146514070,31846661946
2023-07-05,"13219370028.0",4678618976,2064358,149463494,32258508099
2023-07-14,"10200555097.0",4072773797,2048228,149760169,28655613109
2023-07-21,"12849190327.0",4822546901,2232955,146198924,32328382883
2023-07-23,"8886551457.0",3639973419,2000885,157352487,26978824484
2023-08-06,"7704403476.0",3225202685,2002564,149709577,24763985518
2023-08-16,"10791730673.0",4358169659,2274416,146661096,29271758094
2023-08-17,"11349303353.0",4506230704,2317210,144630756,30173990337
2023-09-13,"13297705919.0",4629865804,2999403,153884937,32126684536
2023-09-24,"8256112267.0",3160398142,2856634,171054046,25861124686
2023-09-27,"12997965116.0",4470885485,3265142,156867929,31711349279
2023-09-28,"13040997261.0",4591127649,3453320,145644228,31672614387
2023-10-15,"8146208965.0",3173416486,3474985,183384811,26543353535
2023-10-16,"12104511422.0",4557990037,4017144,178822141,32908464896
2023-11-06,"12353293949.0",5124128375,5099934,264403248,39260100781
2023-11-09,"13208749934.0",5447154097,5489274,280715219,41687951089
2023-11-15,"12977599379.0",5088445495,5152499,260799864,38971592285
2023-11-21,"13167686536.0",5407742998,5733296,270635432,40862691703
2023-12-05,"13913220684.0",6339273526,6962722,393932555,50280997992
2023-12-07,"14100308031.0",6595201926,7240014,426603277,52617254491
2023-12-24,"7915414657.0",4087535937,5761801,340011504,37713952860
2023-12-30,"8417141314.0",4479559584,5707669,362231134,38551476547
2024-01-01,"7907036509.0",4138399023,5093461,386729731,39097688218
2024-01-19,"14034833578.0",6947788425,6671910,537770847,57188275192
2024-02-06,"13621117421.0",5925950621,5513724,371041909,46345850404
2024-02-13,"13586058160.0",5852879062,5223643,372237758,46019037946
2024-02-14,"13285150228.0",5427227225,4792351,339864892,42839255524
2024-02-23,"12903324710.0",5647455962,5265593,379371260,45471018305
2024-02-26,"12795808486.0",5650237609,4900381,381126568,45328256381
2024-03-21,"12721051535.0",4774503672,3730966,225273386,35055545518
2024-04-04,"12941981052.0",4953149288,3932964,242675604,36980989354
2024-04-12,"12175000030.0",4511018710,3317719,206638110,33142044863
2024-04-13,"9159604713.0",3686188752,2810086,202874987,28130658909
2024-04-14,"8251037596.0",3209770230,2563698,203978944,26320620809
2024-04-22,"12367656184.0",5122344346,3579532,305534485,39811733032
2024-04-28,"8372876117.0",3539591356,3101770,280555719,31630090734
2024-05-12,"7956251192.0",3136726361,2362535,196213175,25387996000
2024-05-25,"9047826983.0",3591711677,2605884,195180728,27449287707
2024-05-26,"8136059700.0",3126528226,2374298,197411860,25738033501
2024-05-30,"12569926581.0",4496726004,3045388,178979373,31955883591
2024-06-01,"9017309777.0",3653911529,2967505,200283612,28196610586
2024-07-14,"8517615736.0",3392283452,2822738,177108884,25830212824
2024-07-23,"13099299078.0",4746274949,3171976,165287477,32208096704
2024-07-26,"12611376132.0",4783715140,3492454,171286185,32106323946
2024-07-28,"8904778451.0",3657322508,2983470,183242396,26982349505
2024-08-03,"9368541035.0",4145486584,3385682,177182585,28056873399
2024-08-14,"10966780004.0",4489990364,3618730,169546364,29732415547
2024-09-09,"12094126488.0",4415831871,4436846,169143184,30757251792
2024-09-14,"9071039093.0",3681276693,4182102,197555160,28298976047
2024-09-16,"11992529391.0",4405745329,4464126,180960260,31517317199
2024-09-20,"12267755631.0",4434666304,4776599,167173790,30991297160
2024-09-22,"8356672617.0",3193819772,4093599,192642938,26154679511
2024-09-23,"12047365998.0",4393063179,4660117,171557451,30872704051
2024-10-12,"9279105010.0",3908947079,5757468,237019240,31398620066
2024-10-16,"12941376877.0",4552767292,5611002,194168019,33320307323
2024-10-24,"12705823900.0",4619901910,5909544,215428229,34537848979
2024-10-27,"8327274582.0",3284035527,5168161,243595491,28495018949
2024-11-06,"13001711397.0",4960461417,6802657,283980615,37446422014
2024-11-20,"13578871228.0",5775872668,8734572,399241624,45238404752
2019-11-25,"13922970711.0",34895857,113774,30794304,46545633727
2019-12-01,"9572493528.0",30433115,110957,38491829,44216816219
2019-12-04,"15345316800.0",43346326,168381,45362875,56328404540
2019-12-05,"15135524007.0",43426616,164070,45640755,56867114077
2019-12-11,"15092450918.0",42213722,160196,42247841,53555091052
2019-12-13,"14255325171.0",40799023,152803,39692141,51331067892
2019-12-23,"11365571336.0",37511009,115308,36222058,45125964598
2019-12-28,"9121841383.0",33358732,100265,39145114,42985483941
2020-01-06,"13861188178.0",46243292,184227,47203078,53279886479
2020-01-22,"15370506231.0",50598256,226979,56149918,57428527696
2020-01-29,"14840221030.0",47764824,189152,47786757,51443818147
2020-02-09,"9280368481.0",36061676,154544,46722938,41970587737
2020-02-12,"14723246059.0",47874696,185694,46954061,49635823654
2020-02-27,"14723199721.0",50411591,212757,50857412,51056239886
2020-03-01,"9219422424.0",36098917,160877,50239381,42050834829
2020-03-06,"13999362298.0",48782101,216335,50934785,49690921933
2020-03-08,"9226689176.0",36903566,151724,50677960,41735525271
2020-03-10,"14393892125.0",48538304,219262,44815306,47088411213
2020-03-29,"7710255665.0",30511498,113875,48867440,36846478469
2020-04-04,"8222548403.0",34513527,94583,42047649,34226024508
2020-04-16,"10881078487.0",46039975,76236,27838703,31263753951
2020-04-24,"10585871212.0",47239821,72935,26540788,30011230066
2020-04-26,"7358411021.0",36611858,67937,28130044,26413828295
2020-05-21,"9477701855.0",40891804,175505,25929534,26968242777
2020-05-26,"12325614935.0",53053761,221924,24468193,30839003845
2020-06-06,"8771542271.0",41646516,207514,27560264,27271075068
2020-06-10,"12597783640.0",52009267,249213,28074137,32224638337
2020-06-24,"13692292967.0",72016587,243414,27289690,33411594949
2020-07-11,"9896284650.0",79853598,218349,28119377,29007667840
2020-07-18,"9992110097.0",81161781,211619,28407529,29274849736
2020-08-18,"11991740194.0",67987134,255804,28256336,30929069237
2020-09-08,"13616459402.0",64788368,442312,30194787,33043083238
2020-09-12,"9726527666.0",55983843,340342,33847020,28795040972
2020-09-15,"14259274733.0",63957162,447326,30947345,34136060359
2020-10-15,"14065228390.0",53626791,484542,60572278,42972560312
2020-10-22,"13613028827.0",49472326,497467,45959694,37253353725
2020-11-06,"13242272090.0",48049388,450521,75582389,42131511399
2020-11-07,"9600367865.0",38484315,307198,74029442,36215135076
2020-11-13,"12839049895.0",46811514,500453,67378714,39102748581
2020-11-16,"12803997781.0",46489117,498556,69620827,39727988288
2020-12-03,"14450872945.0",56944185,708377,109867747,51225586069
2020-12-13,"9306975942.0",43165612,586367,117202145,44709547707
2020-12-15,"13941655894.0",54045223,741799,96497723,47431126996
2021-01-09,"11023387226.0",2377484995,872122,166227232,56989041127
2021-01-22,"13714512463.0",2446938959,967821,118550619,50570805378
2021-01-23,"10567997091.0",2107275253,809466,135412556,48796198821
2021-01-30,"10184179730.0",1902078067,753507,114523493,43263179755
2021-01-31,"9269181152.0",1748126743,743161,117201146,42314000005
2021-03-01,"12992174731.0",2250642418,768480,107894253,44499685206
2021-03-05,"13195506432.0",2251988287,845171,113676989,45754983592
2021-03-07,"9141227957.0",1741078141,754425,130767912,42470584927
2021-03-19,"13445316083.0",2411382828,946607,127151213,48392245501
2021-04-17,"9747117736.0",1746376560,1478479,117506412,39618355106
2021-04-24,"9418328951.0",1513419535,1246917,77621782,30978187469
2021-05-03,"12468257071.0",2039840284,1274575,87799268,38040884766
2021-05-19,"13155550682.0",2015227626,1106897,80426992,36841428742
2021-05-26,"13190154861.0",2005640775,2022034,80216764,36527283783
2021-06-03,"13524809649.0",1983104730,1944265,58316482,32811597639
2021-06-12,"10171441345.0",1683774875,1845120,63103378,29020333132
2021-06-15,"14288771500.0",2219142014,1859845,59690891,34584833203
2021-06-24,"13470177667.0",2021471247,1859253,60087345,33013646020
2021-07-07,"13632753788.0",2027362654,1926132,63869642,33325330016
2021-07-13,"13333707323.0",1985408480,1979076,60403131,32954688101
2021-07-14,"10129342943.0",1536498326,1963910,66366714,28621861594
2021-07-24,"10279655612.0",1777481804,2126293,65110960,29548234139
2021-08-08,"7933761696.0",1397285467,2203496,65573625,25470000319
2021-08-28,"9632586889.0",1669917336,2724134,69313502,28418161815
2021-09-01,"13559033068.0",2070126007,2940160,69924254,33526310012
2021-09-03,"13245449006.0",2064890547,3077110,65946932,33035244668
2021-09-10,"13409005191.0",2076484970,3333876,65496517,33082516194
2021-09-19,"8736693212.0",1401124291,3394312,75693290,26954686595
2021-09-29,"13458106616.0",2018849557,3729830,77135605,33823030247
2021-10-02,"9807955687.0",1623945255,3925685,87151952,30414874299
2021-10-04,"12789134843.0",2044171177,3962779,84527489,34432071976
2021-10-07,"13634310639.0",2144009310,4179556,91006110,36598232245
2021-10-11,"12981098670.0",2127768681,4194947,98463250,36384788979
2021-10-13,"13733778093.0",2182227947,4268147,108652360,38209598008
2021-10-19,"13815595670.0",2159346966,4460136,95219291,36851972437
2021-11-01,"9469888170.0",1681928765,4656260,126648176,33962290979
2021-11-03,"13900370157.0",2315029832,4950457,145295443,42835008169
2021-11-18,"14399382018.0",2570333523,5603878,173215024,47112393699
2021-11-27,"11058350269.0",2324256757,5883731,237053796,49479325942
2021-12-16,"14655868566.0",2815952465,6481482,223137170,53365349543
2021-12-21,"14234300913.0",2901892430,6477249,265836116,57622470868
2021-12-25,"8298583913.0",1745536795,6676827,199191979,40390963415
2021-12-29,"10691438038.0",2137094488,6057135,175190057,41596703637
2022-02-01,"14811040259.0",2933210415,6064104,247957708,54846503775
2022-02-24,"14199205525.0",2597337334,5345462,198173919,47389945695
2022-03-08,"14388567870.0",2802902018,5127143,232205301,50727327086
2022-03-19,"10171469020.0",1994676415,4508753,188692056,39240262191
2022-03-23,"13765395435.0",2367899792,4235823,165589915,41311966085
2022-03-27,"8909475600.0",1620510803,3907651,149575673,32367951016
2022-03-28,"12871328317.0",2234072070,3944675,133318896,37208153072
2022-04-01,"13827486652.0",2740780307,4768746,227771211,49531045933
2022-04-03,"9686330049.0",2111597806,4230194,259399694,45383162696
2022-04-16,"9580147436.0",1704899669,3394548,116039155,30259850600
2022-05-05,"13313358072.0",2157012961,3045484,108393011,34682273011
2022-05-08,"8574699372.0",1505110199,2740773,115382868,27574452642
2022-05-26,"9948317862.0",1660744078,2483642,104086623,28333813746
2022-05-30,"12555660446.0",2099367725,2509495,102611433,32260149484
2022-06-05,"8844589219.0",1539474704,2497313,104660535,26644511953
2022-06-20,"13546018935.0",2307744347,2479459,102317206,33853199712
2022-06-22,"14134151892.0",2275406610,2515960,104560226,34217977940
2022-06-23,"14133503775.0",2280552232,2570558,98161853,34032241628
2022-06-24,"13330545958.0",2161967868,2651594,97988087,32877856414
2022-06-25,"9988315293.0",1735777737,2563187,105611601,28539639849
2022-07-16,"10481020957.0",2009237013,2679814,106187426,30233883189
2022-07-20,"14460418939.0",2434014489,2763747,108005121,35678526852
2022-07-25,"13378583819.0",2328033721,2609110,104390146,33848504048
2022-08-03,"12763542631.0",2353748689,2892550,108150329,33584298698
2022-08-07,"8655767667.0",1696063135,2708085,106168183,26891884590
2022-08-17,"11465798486.0",1988130472,2975506,99395662,29933597181
2022-09-01,"13787937066.0",2227654212,3549092,104192738,33361271028
2022-09-11,"8819575310.0",1514770237,3502466,114642899,26355584884
2022-09-25,"8469178966.0",1451006503,3856000,127442210,26932546358
2022-09-27,"13193930939.0",2129014007,4305888,120360805,34058669853
2022-09-30,"12590890699.0",2091039121,4467158,131191141,34273811191
2022-10-01,"9496988273.0",1687183622,4228559,138686472,30098354531
2022-10-20,"13118257705.0",2095373293,4789507,113612053,32675585146
2022-10-25,"12912515660.0",2023648244,4690495,117578914,32640858284
2022-10-26,"12921075605.0",2008078185,4670569,121477891,32372547174
2022-10-30,"8212437497.0",1411663042,4546053,124634926,26014008590
2022-11-09,"13136890529.0",2177051180,5119509,169351490,36795751551
2022-11-22,"13697856312.0",2545261057,5878034,242427461,44652495903
2022-12-03,"10298747207.0",2277057422,6368097,336286137,46159223316
2022-12-04,"9429553346.0",2089008807,6115665,342831620,44851452679
2022-12-06,"14274094788.0",2873826736,6634047,326141993,52096037802
2022-12-09,"13665056235.0",2838496710,7006360,348738754,52777799009
2022-12-25,"7450076787.0",1554039338,5999840,229056026,33348436996
2022-12-28,"10122544783.0",2195687552,5920312,272555355,41213518951
2023-01-09,"12967195339.0",5855613469,5505388,284092941,45663055433
2023-01-18,"14287412333.0",6633310123,5760460,387113380,54232480775
2023-01-26,"14619939434.0",7082921947,5966694,408776563,57375857763
2023-02-04,"10064105157.0",4976365088,4984726,327636645,43239664402
2023-02-13,"13237668049.0",6069889614,4793987,338619985,48991514933
2023-02-27,"13535176759.0",6461231023,4832799,389109523,52961314885
2023-03-11,"9772083127.0",4728429806,4114568,300548609,39702917484
2023-03-19,"8522731134.0",3748924953,3341686,250930091,33478597897
2023-03-28,"13126274794.0",5496217548,3639801,260790143,41928136316
2023-03-31,"12323004989.0",4898998201,3519667,204654150,36766533285
2023-04-11,"12304876770.0",4920433553,3166538,202477900,36635688978
2023-04-28,"12093818417.0",4390769445,2494701,163570374,32636722969
2023-05-10,"12665462116.0",4500939651,2192817,164657216,32857676200
2023-05-24,"12586766077.0",4380097472,1961985,157159989,31729234370
2023-05-26,"12251682367.0",4408433225,2083498,144614736,31012469268
2023-06-11,"8667871204.0",3425989771,1729653,156013504,25961915375
2023-06-24,"9830966394.0",4008619075,1992899,152582647,27930070844
2023-07-07,"13272665367.0",4942547247,2251006,146018278,32799251813
2023-07-15,"9616163295.0",4144008526,2071288,149769249,28243186277
2023-08-09,"10781932791.0",4265525665,2174986,143153939,28854062942
2023-08-12,"9005869354.0",3970079489,2253260,148421150,27026826442
2023-08-14,"9827260688.0",4110841141,2195333,143493419,27860744837
2023-08-21,"12157493002.0",4780825305,2388514,159796121,32193326364
2023-08-26,"9337218349.0",3855110446,2415091,158310532,27600006931
2023-08-29,"12533897731.0",4319711431,2463309,143265961,30797017963
2023-09-05,"13724878203.0",4932209975,2889016,147896230,33146915527
2023-09-08,"13500427029.0",4993100854,3147622,150720664,33145927598
2023-09-17,"8844085266.0",3405038840,2820222,166686466,26512957486
2023-09-25,"12181608968.0",4372266684,3226218,151331043,30719882719
2023-10-05,"12845565341.0",4537307386,3649232,149475259,31696206849
2023-10-10,"12957426417.0",4543791667,3677808,146210667,31575472202
2023-10-11,"12951550852.0",4456750091,3583645,158235728,31689897609
2023-10-21,"9127122352.0",3722105408,3971104,194022592,29573433279
2023-11-02,"11492133353.0",4681005856,4647703,235161676,36491305978
2023-11-05,"8293252470.0",3614946993,4353435,282542391,33577742164
2023-11-07,"13075239466.0",5336274358,5291289,270429599,40728221901
2023-11-10,"12637757856.0",5396176119,5589268,294874549,41785914000
2023-11-16,"13174671988.0",5436571899,5639829,269978888,40896735602
2023-11-19,"8477296990.0",3692732243,4677505,281271813,33570684677
2023-11-24,"12785735387.0",5546185296,6005819,314650681,43177967006
2023-11-25,"9936973465.0",4886388120,5623472,376880144,42281350485
2023-12-01,"13217174681.0",6160490645,7027502,393057894,48702178590
2023-12-06,"13974827292.0",6318412078,6776066,421611979,50971348812
2023-12-27,"9910525087.0",5108776243,5990454,358694285,42217826569
2024-01-07,"9268277248.0",4723798570,5149855,487307262,45927840942
2024-01-24,"13463548431.0",5608313814,5176475,360982413,44641498937
2024-01-25,"13415797786.0",5653019613,5353131,331468989,43454551476
2024-01-26,"12892503392.0",5570981178,5399706,339446779,43231319918
2024-01-27,"9993208520.0",4934028044,4951961,410157085,42435462476
2024-01-28,"9148763162.0",4452427104,4648401,430327733,41823503234
2024-01-29,"12953644810.0",5744671334,5197802,370189514,44940179626
2024-02-02,"13032620684.0",5738505980,5542034,367166257,44922746815
2024-02-11,"8945231305.0",4193954674,4375999,383446046,38868666334
2024-02-15,"13134122980.0",5272333184,4821548,299640566,40840845008
2024-02-28,"13434519374.0",5729642585,4882588,397684723,46309669997
2024-02-29,"13267485642.0",5587664608,4813241,358291889,44617316306
2024-03-03,"9006182043.0",4313636354,4447779,413444094,40596249608
2024-03-27,"13085724264.0",5368905595,4200432,334122795,42027517755
2024-04-16,"12672915554.0",4764987373,3444401,222671252,35277985131
2024-05-01,"8405693639.0",3419381934,2932654,249861198,29625236712
2024-05-10,"9506355239.0",3883184464,2673175,184126850,28193169946
2024-06-07,"12181249496.0",4421409004,2975467,166212894,30727614415
2024-06-12,"12527472217.0",4374281611,2754598,180649531,31504787293
2024-06-13,"12579197925.0",4471941809,2912890,169527915,31503911021
