"","Jour","Entreprises ","PME/PMI","Professionnels","Résidentiels","Total"
"1551",2024-01-11,"14598582801.0",7174674738,6915302,561072956,59471803166
"1552",2024-01-13,"10908907553.0",6022092848,6184232,596697615,55358677448
"1553",2024-02-07,"13456868695.0",5644194984,5156873,366210942,44892919410
"1554",2024-02-09,"12747786947.0",5389136634,5272833,321919959,41867576664
"1555",2024-02-17,"9532883344.0",4316316302,4260736,324318592,36520266545
"1556",2024-02-25,"9093489823.0",4348292314,4436681,423234140,41438977015
"1557",2024-03-18,"12242785242.0",4846475476,3936416,248067118,35921292447
"1558",2024-03-24,"8511895726.0",3767962292,3390798,316814019,33858222696
"1559",2024-04-03,"12920326630.0",4974743740,3865526,275700735,38318400871
"1560",2024-04-25,"12877318959.0",5094543529,3820262,292761627,39683870031
"1561",2024-05-05,"8173245262.0",3347072151,2865729,246119652,28994504980
"1562",2024-05-18,"8992570662.0",3621452023,2795648,199978218,27863149649
"1563",2024-05-19,"8045266707.0",3178764271,2516983,196401280,25936833475
"1564",2024-05-22,"12481744235.0",4363607213,2804368,191639752,31878834050
"1565",2024-06-02,"8128571892.0",3188650078,2651902,208323271,26823706460
"1566",2024-06-14,"12161418286.0",4432419835,3307410,170795062,31205048792
"1567",2024-06-23,"8324795888.0",3191785462,2539004,186180090,25655393952
"1568",2024-06-24,"12301687759.0",4430628218,2682884,168065475,30748355535
"1569",2024-06-29,"9569248634.0",3885768473,3067638,178388111,27732449653
"1570",2024-07-12,"12523581131.0",4568815831,3459829,169194900,31560626511
"1571",2024-07-21,"8816591084.0",3544100909,2944716,179375652,26478439224
"1572",2024-08-04,"8529450209.0",3645718023,3059689,177013423,26303027968
"1573",2024-08-09,"11207362958.0",4677312164,3593994,170532132,30542116886
"1574",2024-08-10,"9457646628.0",4298364739,3420848,178195513,28423053653
"1575",2024-08-15,"9203678248.0",3844822941,3344629,166150960,26866439890
"1576",2024-08-20,"11460760510.0",4301941699,3449240,161369319,29664110145
"1577",2024-08-25,"8248029322.0",3360837231,3159340,177992045,25460632939
"1578",2024-08-26,"11763704538.0",4354439476,3250085,166998964,30089697529
"1579",2024-08-30,"12632840221.0",4668147295,4088140,174227158,31979460966
"1580",2024-09-03,"13128204168.0",4686188185,4322119,167085385,32107552110
"1581",2024-09-08,"8352288487.0",3218151797,3704357,191520668,26012700453
"1582",2024-09-10,"12620838022.0",4485881521,4409230,164818663,31339773812
"1583",2024-09-18,"12725346972.0",4414676675,4389858,182647906,32030305466
"1584",2024-09-21,"9269779678.0",3665311996,4367582,181481060,27307574293
"1585",2024-09-25,"12737686957.0",4469828599,4869506,187071091,32466679729
"1586",2024-09-29,"8295079500.0",3347225791,4573336,233207522,29087924641
"1587",2024-10-10,"12744026636.0",4733259280,6026320,195978727,34120058761
"1588",2024-10-23,"12676258993.0",4600559184,5850582,223147054,34456824666
"1589",2024-11-01,"9354421528.0",3834389234,5821393,263651501,31442417815
"1590",2024-11-04,"12287774720.0",4985423170,6887276,282514932,37033596259
"1591",2019-12-02,"14458199943.0",39538485,153527,39023971,52253553050
"1592",2019-12-07,"10681547030.0",34093680,127279,38624637,45773018770
"1593",2019-12-12,"15126690946.0",42794820,169368,42270366,54217695684
"1594",2019-12-15,"9431171056.0",30754249,85267,37384434,42056681795
"1595",2019-12-25,"8651793087.0",29527198,88867,35090054,38558981771
"1596",2019-12-29,"8711188500.0",32773526,103799,45556990,45692160385
"1597",2020-01-03,"12174666435.0",40514634,148853,42126537,48479550119
"1598",2020-01-18,"10651451215.0",39436909,163788,47949875,47175601243
"1599",2020-01-28,"14970862315.0",48109334,222399,46746262,52010393712
"1600",2020-02-06,"14894272529.0",49927256,199929,47902926,51503054869
"1601",2020-02-10,"13716481326.0",44399353,196975,40803151,45991261874
"1602",2020-02-24,"13522525279.0",44110960,166669,38865225,43684487354
"1603",2020-03-04,"14558559670.0",49804431,206479,53499311,50873096599
"1604",2020-03-11,"14063521070.0",45472337,162903,40526164,43298252327
"1605",2020-03-12,"14043587618.0",45587984,171813,38672414,43230186832
"1606",2020-03-17,"12560616082.0",39925263,117222,40702938,40174621674
"1607",2020-03-23,"10293167706.0",34793853,108774,43223495,38188237224
"1608",2020-03-30,"10583135249.0",37356014,138423,53201976,43118124178
"1609",2020-04-20,"10300344927.0",40046603,88022,28036470,30673869023
"1610",2020-05-02,"7812209001.0",30920214,85227,31579373,28796716523
"1611",2020-05-16,"8489446974.0",32348529,228692,31215466,29084412143
"1612",2020-05-30,"8813009482.0",50013805,193428,26395061,26897207893
"1613",2020-07-01,"13838813414.0",75717746,263252,27614537,33442595316
"1614",2020-07-04,"9765718058.0",70292249,237716,28393413,28533040073
"1615",2020-07-06,"12989510258.0",78545113,271484,26948831,32452969311
"1616",2020-07-17,"13373451749.0",86830007,269868,26811843,33028283090
"1617",2020-07-21,"13985931474.0",93136270,269723,27033519,34081753134
"1618",2020-07-27,"12890124472.0",87576726,279827,28314347,33161088604
"1619",2020-07-30,"13613794840.0",97238547,279949,28764945,34597392125
"1620",2020-08-13,"11711675507.0",73852947,274377,28567620,31293347382
"1621",2020-09-22,"13704238324.0",53631741,436260,30616132,32816718760
"1622",2020-09-28,"12891203757.0",49308604,464675,43398826,36474475998
"1623",2020-10-04,"8406072079.0",37933632,319217,53240188,32369250808
"1624",2020-10-07,"13708840276.0",49322438,454221,48387859,37944335960
"1625",2020-10-17,"9807727499.0",45050304,467501,64235199,37789203328
"1626",2020-10-29,"13626017229.0",50694436,407943,59155560,39928292997
"1627",2020-11-04,"13630322454.0",48908776,390630,76975395,42569357853
"1628",2020-11-09,"12644195187.0",45155599,417561,60771200,37745349020
"1629",2020-11-15,"8375440471.0",35004501,319795,70966639,33062582761
"1630",2020-11-27,"13366575112.0",50331940,641910,90341156,45182416307
"1631",2020-12-04,"13831754158.0",55349301,736723,112456879,51026075075
"1632",2020-12-23,"11658178081.0",50562072,613909,90681868,42302601912
"1633",2021-01-01,"8958863408.0",45156122,753561,140215486,48826797170
"1634",2021-01-02,"9352090534.0",2170341725,804093,150587897,52202823406
"1635",2021-01-03,"9015452273.0",1987326669,765849,152595977,51377255507
"1636",2021-01-04,"13434079839.0",2784425333,1064286,150991881,58490263862
"1637",2021-01-10,"10076206723.0",2174697178,817038,167342620,55576944354
"1638",2021-01-16,"10925182797.0",2291443659,904771,155957378,54134898862
"1639",2021-01-17,"9715935223.0",1992105636,789155,142486686,49379582395
"1640",2021-02-05,"13341480376.0",2260900821,906346,105715749,45723158714
"1641",2021-02-19,"13260839839.0",2248399664,942693,113825425,46373994498
"1642",2021-02-20,"9876094825.0",1752633206,659443,106448945,39347734371
"1643",2021-02-21,"8899512281.0",1558582674,618586,102220660,37058468962
"1644",2021-02-25,"13292820739.0",2070029315,694604,87616135,40820842326
"1645",2021-02-27,"9882927913.0",1804091437,649337,111960069,40412265242
"1646",2021-03-12,"13192082878.0",2251591730,919726,112121846,44927523035
"1647",2021-03-14,"9076925601.0",1718285769,718934,125398374,40877416816
"1648",2021-03-17,"13874142939.0",2360015300,868371,119338897,46517657499
"1649",2021-03-22,"13311407089.0",2415646607,912585,124258418,47600245014
"1650",2021-03-23,"13768214006.0",2370384445,864404,115258332,46170425212
"1651",2021-04-05,"9147173420.0",1612419518,1545029,101177120,36070968531
"1652",2021-04-06,"12952301659.0",2229312086,1719371,111264712,44476711041
"1653",2021-04-16,"12954509042.0",2133696503,1567760,116553902,44531468042
"1654",2021-04-21,"13009351954.0",1948565187,1322870,88255302,38120434908
"1655",2021-04-22,"13005557327.0",1945385674,1309092,81608693,37356298028
"1656",2021-04-30,"12354476249.0",1945838157,1368579,84834969,37578925341
"1657",2021-05-04,"13134000159.0",2040277457,1301026,83943079,38082871233
"1658",2021-05-08,"9121249558.0",1458139921,1105177,81771399,30879381775
"1659",2021-05-09,"8347350685.0",1275085478,1041587,72802787,28018545645
"1660",2021-05-13,"9592642218.0",1478285290,1042778,78914439,31632767693
"1661",2021-05-17,"12387289338.0",1966583476,1120839,78177228,35844505564
"1662",2021-05-25,"12704574546.0",2038766409,2097474,79020449,36496809616
"1663",2021-05-28,"12718779215.0",1898221646,1985235,65765124,33428591028
"1664",2021-06-02,"13413468019.0",1937849953,1862744,62091985,32695572073
"1665",2021-06-08,"13491055334.0",1999762720,1843276,58283185,32747651573
"1666",2021-06-30,"13439591324.0",1995007569,1831700,64087824,33055352185
"1667",2021-07-04,"8888891678.0",1440819694,1856736,66510088,26989281562
"1668",2021-07-09,"13184992209.0",1973552031,1960999,61453660,32734210663
"1669",2021-07-15,"12908204520.0",1969250677,2011174,61230427,32570389109
"1670",2021-07-28,"13159747348.0",2058341235,2124260,63644741,32835285801
"1671",2021-08-06,"10977444285.0",1821095250,2186667,62227357,29917277942
"1672",2021-08-17,"11422525112.0",1891049971,2499307,62472330,30433908897
"1673",2021-08-23,"12071155376.0",1952902959,2624211,65077568,31369349818
"1674",2021-09-04,"10089792504.0",1694609375,3023578,70591700,28992802662
"1675",2021-10-03,"8743406220.0",1419420548,3843290,90117335,28831418951
"1676",2021-10-24,"9032406357.0",1651571129,4532594,133602187,34377671858
"1677",2021-10-30,"10016094529.0",1735531062,4751770,119119772,34323989549
"1678",2021-10-31,"8874465181.0",1539411416,4684318,118020308,32115601652
"1679",2021-11-07,"9314285603.0",1774973082,4941693,176724250,39433631466
"1680",2021-11-12,"11886551702.0",2320751403,5371861,172075971,44144374057
"1681",2021-11-15,"13658888905.0",2511660239,5367408,167064957,45443756246
"1682",2021-11-29,"14577887158.0",2936937343,6031442,246486346,56151568177
"1683",2021-12-02,"15000379723.0",2869140179,6272634,224871071,54415325128
"1684",2021-12-08,"14874969498.0",2825218636,6338721,235007136,54447795593
"1685",2021-12-09,"15043046159.0",2932819240,6479892,239899223,55966766920
"1686",2021-12-11,"11047510784.0",2360653683,6359941,246141016,50105542591
"1687",2021-12-15,"14769651402.0",2795097165,6341330,230463234,53499981563
"1688",2021-12-18,"10844028990.0",2320364834,6352511,242791647,49307972803
"1689",2022-01-03,"12523307903.0",2489422520,6163219,183517816,44944175240
"1690",2022-01-13,"15127481167.0",3069773672,6353962,276390872,58510980254
"1691",2022-01-21,"14595980613.0",2981587313,6257003,275953662,57529510909
"1692",2022-01-22,"11179041262.0",2501035506,6142265,289095603,53349061093
"1693",2022-02-02,"14471131119.0",2710943959,5840477,226083558,50941285895
"1694",2022-02-14,"13686272562.0",2630864696,5479017,212906760,48794741344
"1695",2022-02-15,"14427402540.0",2719758369,5548165,220661846,50676274946
"1696",2022-02-18,"13454973632.0",2434444883,5343481,184934359,44993629116
"1697",2022-02-20,"9477128627.0",1924945716,5100723,214052773,41502341785
"1698",2022-02-23,"14153462908.0",2553076833,5204984,199160990,46681368189
"1699",2022-03-02,"14227250015.0",2596230735,5087215,207973637,47361598438
"1700",2022-03-09,"14208256784.0",2616444745,4880037,213963278,47719408224
"1701",2022-03-17,"14049459661.0",2524652396,4717848,180581053,44606836842
"1702",2022-03-18,"13540384749.0",2494702630,4702333,189432720,44827354776
"1703",2022-04-02,"10652342021.0",2345640901,4441808,256817104,47198024222
"1704",2022-04-22,"12587450924.0",2058158555,3241842,117913197,34834440223
"1705",2022-04-30,"9405204981.0",1723413631,3098306,120473480,30253917571
"1706",2022-05-04,"13313193406.0",2130431478,2984399,114641307,34701696269
"1707",2022-05-19,"14000744030.0",2282107622,2788566,94756064,33774981222
"1708",2022-05-28,"9369000249.0",1701753888,2605864,102993737,27918664367
"1709",2022-05-29,"8511130770.0",1501351482,2494410,108351109,26610547228
"1710",2022-06-01,"13535304213.0",2168917694,2535313,105657584,33440295401
"1711",2022-06-13,"13192030632.0",2211939045,2431802,101452035,32896456950
"1712",2022-06-15,"14438599824.0",2379616618,2512355,106356934,35023301987
"1713",2022-06-19,"9635724374.0",1753981591,2481356,113084355,29015904907
"1714",2022-06-26,"8929622237.0",1533344155,2374925,109686612,26921373242
"1715",2022-07-13,"14580792653.0",2473582591,2727118,104917645,35628836699
"1716",2022-07-21,"14336116311.0",2384069965,2780098,102988585,35187815845
"1717",2022-07-24,"9727129236.0",1798239381,2573530,110883298,28859004422
"1718",2022-07-30,"10018954406.0",1932096119,2735925,104851835,29114935221
"1719",2022-08-08,"11211478418.0",2106932652,2714341,101497941,30561451330
"1720",2022-08-19,"11385740006.0",1960989490,3078837,98055597,29802084294
"1721",2022-08-22,"12064676339.0",2048715730,2964459,100777058,30799872509
"1722",2022-08-29,"13029204146.0",2181337088,3113804,106137571,32514565357
"1723",2022-08-30,"13822207683.0",2236571530,3248180,104983877,33573374728
"1724",2022-09-02,"13197856822.0",2146161466,3647758,102983450,32456458220
"1725",2022-09-05,"13336810473.0",2235934546,3580791,104975250,32788320139
"1726",2022-09-18,"8464961438.0",1469013499,3675913,119874432,26302687069
"1727",2022-09-24,"9526065928.0",1646686518,4011992,122141315,28375762767
"1728",2022-10-04,"13188473251.0",2138580203,4401400,120232967,33765722652
"1729",2022-11-26,"9899985363.0",2028800338,5726521,261797044,39788436274
"1730",2022-12-12,"14107958851.0",3122917270,7005110,417649600,58756328200
"1731",2022-12-17,"10787616295.0",2581125053,7019505,429438737,54166096190
"1732",2022-12-26,"9441201983.0",2036083332,5645608,232747904,37472990627
"1733",2023-01-03,"12556012350.0",5641349880,5585668,256768517,43241358170
"1734",2023-01-15,"9062882480.0",4373137442,5034416,313332315,40728232235
"1735",2023-01-23,"14077232983.0",7147988254,6012452,437218890,58586582733
"1736",2023-02-02,"13966070358.0",6275752506,5432717,326856995,49723974945
"1737",2023-02-05,"9204594931.0",4464287333,4680645,329996714,41630863289
"1738",2023-02-07,"13966290368.0",6524928991,5318996,361623423,52048268544
"1739",2023-02-09,"14288752678.0",6730170721,5486452,390864400,54409146046
"1740",2023-02-18,"9626849326.0",4471545446,4360476,272240130,38055306837
"1741",2023-02-24,"12830385552.0",5484498510,4564879,286140705,44074407202
"1742",2023-02-28,"14184827163.0",6648331481,5045776,393708628,54145914605
"1743",2023-03-02,"13976347535.0",6392750471,4864016,372206135,51927124473
"1744",2023-03-06,"13276358046.0",6182617624,4589049,345932533,48847084846
"1745",2023-03-09,"13326196671.0",5548097913,4263459,262763812,42867524059
"1746",2023-03-24,"12297174233.0",4920640144,3618769,211016535,37203191493
"1747",2023-04-03,"12618114576.0",5315197832,3447215,251161585,40598629512
"1748",2023-04-14,"12633137898.0",5194900635,3385993,243977189,40092597451
"1749",2023-04-19,"12682195018.0",4683364248,2611687,198779129,35766051073
"1750",2023-04-20,"12655177334.0",4763763186,2691629,191585215,35895522351
"1751",2023-04-27,"12679965700.0",4603623528,2543455,178815989,34665165023
"1752",2023-05-17,"12285457922.0",4435931434,2124354,174784979,33179940397
"1753",2023-05-19,"9856478891.0",3953534755,2049445,163355638,29682200642
"1754",2023-05-20,"8638715268.0",3612040831,1997104,164848324,27625119235
"1755",2023-05-23,"12628504447.0",4481412247,2151293,144362701,31630061815
"1756",2023-05-31,"12865948475.0",4483055854,1889057,147529097,31481404026
"1757",2023-06-17,"9868261118.0",4091350107,2004997,150869933,28004595852
"1758",2023-06-28,"13432664529.0",4851736494,2023393,149408708,32516126110
"1759",2023-07-02,"8604309474.0",3414585202,1818765,156208477,25998767821
"1760",2023-07-03,"12502190818.0",4598284810,2038042,143627531,31166891626
"1761",2023-07-18,"13791115525.0",5091153984,2125497,147876812,33804236163
"1762",2023-07-19,"13704545685.0",5046784869,2160749,153446542,33688133089
"1763",2023-08-08,"10565061878.0",4156338991,2145312,137948949,28479345112
"1764",2023-08-23,"13309113638.0",5072393377,2527993,169791108,34286698960
"1765",2023-08-25,"12444237201.0",4670068984,2634926,157410297,32291200613
"1766",2023-09-01,"12499600055.0",4421187480,2771018,147908475,31122301909
"1767",2023-09-02,"9614136923.0",3806556638,2585763,158430942,27599788319
"1768",2023-09-10,"9225576256.0",3634546279,2666630,169112857,27540501739
"1769",2023-09-16,"9734581145.0",3870351147,3008427,159054375,27829115958
"1770",2023-09-19,"13032384116.0",4599438420,3219387,142672200,31558852108
"1771",2023-09-30,"9382364633.0",3723789508,3175147,162350729,27384003064
"1772",2023-10-02,"12486059760.0",4505268343,3399267,148446986,31026905217
"1773",2023-10-08,"8365977332.0",3184524165,3208321,170924277,25913106739
"1774",2023-10-14,"9186918489.0",3632389071,3656786,167785353,27419893688
"1775",2023-10-25,"12730759659.0",4634084103,4406524,202960645,35142473376
"1776",2023-10-29,"8199971028.0",3348599048,3986054,219439820,29703541819
"1777",2023-10-31,"12276854512.0",4683507821,4455417,212174869,35826513850
"1778",2023-12-09,"9941174502.0",4961620901,6239514,382957579,43095291752
"1779",2023-12-18,"13264375949.0",6511696766,7096161,433848761,51615843923
"1780",2023-12-23,"8749086966.0",4574860135,5810963,350072340,39548745767
"1781",2023-12-26,"9503534557.0",4933100206,5874983,333333096,40517009043
"1782",2024-01-04,"12443412819.0",5425665578,5118761,355487346,44089795315
"1783",2024-01-15,"13775979131.0",6787483269,6407654,513489343,55348569000
"1784",2024-01-17,"13980735452.0",6456000634,6037452,488988297,53432890637
"1785",2024-01-20,"10978177389.0",6074282528,6142484,604458657,55578644858
"1786",2024-01-22,"13405724323.0",6290299102,5935305,445661512,50815257613
"1787",2024-02-04,"8986707126.0",4239536402,4601159,396866043,39626388063
"1788",2024-02-12,"12937098887.0",5719383528,5130382,369799703,44815009134
"1789",2024-02-21,"13277839172.0",5459801776,4737524,350682999,43552783632
"1790",2024-03-05,"13421367315.0",5749345593,4925978,371805896,45503148673
"1791",2024-03-19,"12807337445.0",4888287545,3762439,239815659,36197686108
"1792",2024-03-28,"13002098925.0",5385443472,4313790,314343257,41612607830
"1793",2024-04-10,"12759086188.0",4847489958,3562984,259303177,36889052148
"1794",2024-04-11,"12724628951.0",4771926780,3636348,227857632,35466575495
"1795",2024-04-17,"12739617387.0",4851510324,3442114,256858958,36832044292
"1796",2024-04-18,"12828515979.0",5001280679,3634044,260541115,37836866822
"1797",2024-04-19,"12360221463.0",4926376394,3879134,271984243,37911745825
"1798",2024-04-30,"12149512876.0",4650385283,3329438,225302589,34506244523
"1799",2024-05-03,"11835013921.0",4660532689,3525801,241364564,35130800003
"1800",2024-05-04,"9065876421.0",3906439580,3272282,254005737,31480990545
"1801",2024-05-11,"8622780586.0",3596395583,2539892,183080347,26364210342
"1802",2024-05-13,"11754453450.0",4312056912,2786753,176557171,30270916762
"1803",2024-06-04,"12622586137.0",4435165074,2845486,166820320,31357840707
"1804",2024-06-06,"12660115985.0",4493193239,2943188,165719781,31305324391
"1805",2024-06-08,"9168156538.0",3674485175,2725552,179482262,27018735302
"1806",2024-06-17,"12094461438.0",4394378967,2878361,171088377,30779756572
"1807",2024-06-25,"13231939639.0",4690402217,2859186,162833655,31945549552
"1808",2024-07-17,"13184668814.0",4705039403,3113919,171945679,32232383778
"1809",2024-07-19,"13193557770.0",4953259131,3339007,171880301,32942797980
"1810",2024-07-22,"12317254986.0",4546911083,3032956,165842387,30963257732
"1811",2024-08-01,"12973040054.0",5109202889,3714289,179188595,33531578423
"1812",2024-08-05,"11009501646.0",4555855468,3159412,169022494,29917532973
"1813",2024-08-11,"8875571971.0",3923645019,3255079,183940720,27534938978
"1814",2024-08-17,"8870985253.0",3913899769,3531700,170382849,26791208464
"1815",2024-08-28,"13241587692.0",4803248036,3595386,175799572,32549306567
"1816",2024-09-01,"8825879830.0",3477910483,3589407,192985041,26888712752
"1817",2024-09-02,"12500417047.0",4600884493,4030851,174339744,31531362597
"1818",2024-09-04,"12940376840.0",4502391443,4131176,176244060,31713613899
"1819",2024-09-07,"9410161786.0",3741317781,4030882,180641352,27438935228
"1820",2024-09-19,"12798227804.0",4513984298,4534464,167068564,31726813291
"1821",2024-09-26,"12848950098.0",4625017428,5435527,176197247,32875387422
"1822",2024-09-30,"12133426923.0",4533018779,5249138,198445930,33275865283
"1823",2024-10-13,"8377469923.0",3366222421,4993958,232467766,29039910458
"1824",2024-10-25,"12186132528.0",4444778620,6050022,214221365,33396540639
"1825",2024-10-31,"12409654340.0",4653362490,6243003,239841296,35072895148
"1826",2024-11-02,"8860482209.0",3949646391,6241841,276743080,31741282555
"1827",2024-11-21,"13861502165.0",6347948773,10016921,453365721,49696736524
