"","Jour","Entreprises ","PME/PMI","Professionnels","Résidentiels","Total"
"782",2022-01-30,"9860158508.0",2113381860,5672481,251694386,46809612684
"783",2022-02-12,"10823872333.0",2349781909,5629450,252006515,48205444991
"784",2022-02-17,"14023853465.0",2481734711,5314507,180974580,45531510819
"785",2022-02-22,"14301720608.0",2637594101,5398317,200770973,48028762723
"786",2022-02-25,"13802284425.0",2615815091,5445114,215910672,48593247909
"787",2022-02-28,"13727708891.0",2679567486,5160869,215466915,48170125875
"788",2022-03-07,"13867740767.0",2824786707,5037572,241025759,50879590424
"789",2022-03-12,"10281599465.0",2067254687,4767045,204028630,41253675645
"790",2022-04-05,"14107316432.0",2617814958,4175954,200497736,46854091218
"791",2022-04-07,"13870551258.0",2469947376,4078617,174285409,43819047658
"792",2022-04-11,"13009313303.0",2349062556,3671033,160909845,40635662701
"793",2022-04-12,"13442517796.0",2243425781,3696921,138438842,38806225873
"794",2022-04-14,"13347455402.0",2181930906,3502749,122351256,36651744213
"795",2022-04-17,"8576352726.0",1535953630,3295989,114791256,28473857724
"796",2022-04-24,"8645302256.0",1558249230,3078718,136234199,30645195731
"797",2022-04-25,"12520737050.0",2134519693,3152575,124720512,35615195578
"798",2022-04-29,"12598821258.0",2067923632,3181545,111279091,34113381061
"799",2022-05-06,"12815505357.0",2104901529,3017007,108791374,34002886609
"800",2022-05-07,"9589592804.0",1705628847,2904191,113513514,29453426069
"801",2022-05-20,"13358794882.0",2198859564,2852708,96143662,33067405385
"802",2022-05-31,"13416725153.0",2167325189,2576662,99069403,33186859594
"803",2022-06-06,"9731660170.0",1686414751,2314102,106987205,28084561703
"804",2022-06-12,"9082701832.0",1576426188,2385012,109281683,27203720482
"805",2022-06-17,"14294563152.0",2455212660,2726511,105108195,35610637193
"806",2022-06-18,"11173995529.0",2089016593,2691434,113103996,31885488389
"807",2022-06-30,"13564340648.0",2167040152,2626115,99919290,33289485342
"808",2022-07-04,"13286906286.0",2212188755,2424806,102190569,32935337224
"809",2022-07-09,"10637949306.0",1944635872,2560862,106405618,29940996228
"810",2022-07-10,"9527610675.0",1732236264,2453989,107718955,28092434845
"811",2022-07-19,"14876718866.0",2555898768,2790278,108523026,36942013472
"812",2022-08-12,"11799511818.0",2212307767,2991337,105487308,32112857025
"813",2022-08-21,"8484070045.0",1565937188,2930937,106133226,25903435725
"814",2022-08-26,"12974799408.0",2145509708,3214119,104191910,32516618676
"815",2022-09-03,"9969104091.0",1756291817,3526216,110404201,28253130505
"816",2022-09-17,"9504311245.0",1655444593,3808642,113915849,27649706887
"817",2022-09-19,"12477168781.0",2053853313,3806623,109022146,31565881344
"818",2022-10-13,"13152801916.0",2135392276,4755134,124819440,34006631620
"819",2022-10-22,"9384927645.0",1624064043,4668228,126166209,28041081015
"820",2022-10-23,"8434038664.0",1435804331,4488536,128703540,26576091204
"821",2022-10-24,"12277828406.0",1981362805,4574526,117859766,31701497831
"822",2022-11-01,"9086901154.0",1534340932,4640282,132619155,27930388520
"823",2022-11-02,"12137627240.0",1995651135,4914321,134936962,32767036033
"824",2022-11-20,"8838854296.0",1765588799,5376773,249620895,36796529028
"825",2022-12-15,"14298834765.0",2980732578,7110436,366144284,55164102534
"826",2022-12-18,"9878986916.0",2361613609,6714772,425516544,52091369350
"827",2022-12-19,"12775975935.0",2608842064,6371240,319583876,49161907633
"828",2022-12-20,"12952377552.0",2453684484,6232760,268614765,45406089916
"829",2022-12-23,"10685463865.0",2125189136,6012262,225163886,38709775040
"830",2023-01-05,"13046373172.0",5512988312,5495217,238061568,42213872341
"831",2023-01-16,"13304611300.0",6228256627,5646212,325128205,49165123029
"832",2023-01-20,"13836581486.0",6805959759,6079895,401858346,55463478807
"833",2023-01-24,"14616086735.0",7141220143,6092120,416386738,57844577343
"834",2023-01-30,"13758660414.0",6705507401,5500892,388848360,54332602383
"835",2023-01-31,"13840360913.0",6497334149,5433621,361592817,52304987622
"836",2023-02-10,"13599164262.0",6406669918,5435466,373877241,52138759577
"837",2023-02-26,"9332786109.0",4684961786,4294083,374699248,44489731965
"838",2023-03-16,"13139070970.0",5375527322,3874847,244554497,40882710859
"839",2023-03-17,"12477807494.0",5087875637,3945081,228493647,38735396046
"840",2023-03-18,"9338552565.0",4182163718,3556634,241338345,34497484540
"841",2023-03-20,"12497463733.0",5188753653,3645742,239191932,39315450248
"842",2023-03-21,"13034085348.0",5184155359,3651970,223722534,39069051841
"843",2023-03-25,"9293736232.0",4149039617,3334804,238382862,34239211604
"844",2023-03-27,"12569038760.0",5305645308,3442335,245857666,40142169891
"845",2023-04-05,"13236077715.0",5319522603,3323779,265867376,41658623598
"846",2023-04-10,"8758762276.0",3704379127,2664394,211350248,31478795940
"847",2023-04-12,"12914241648.0",4977846300,3042596,221144684,38259028355
"848",2023-04-15,"9444829057.0",4246028696,2899035,249839576,35368732220
"849",2023-05-07,"8152057881.0",3178281899,1965488,158321928,25807302324
"850",2023-05-13,"9143961913.0",3699759517,2141481,178238112,29041920320
"851",2023-05-15,"11965834118.0",4461893572,2303060,163854039,32358912224
"852",2023-06-05,"12327021958.0",4522120422,1920290,140639235,30627358504
"853",2023-06-16,"12942397260.0",4821788042,2155451,139554152,31763613279
"854",2023-06-18,"8752377052.0",3493492405,1828432,155780746,26197753533
"855",2023-06-30,"12524251425.0",4656359275,2251409,140840007,31207054854
"856",2023-07-12,"13719102537.0",5021018106,2176617,152097629,33615645777
"857",2023-07-24,"12461211336.0",4658158112,2112976,147320194,31645670729
"858",2023-07-27,"12754984251.0",4651636928,2217400,141547760,31757462922
"859",2023-07-31,"11071947770.0",4323425374,2141460,144205706,29626434586
"860",2023-08-07,"10037060296.0",3995692567,2053823,140244398,27735509032
"861",2023-08-10,"10987248431.0",4378173967,2252598,139332227,29290657035
"862",2023-08-13,"8144040279.0",3482575848,2121753,148606858,25363616116
"863",2023-08-22,"13095139021.0",5007312554,2486749,160683127,33694239201
"864",2023-08-28,"11786040746.0",4205473360,2370819,145254064,29867964778
"865",2023-09-04,"12819121015.0",4684353827,2718639,152447529,31934573763
"866",2023-09-06,"13848244296.0",4921934516,2844312,158259458,33472579658
"867",2023-09-07,"13887447828.0",5032258715,3022982,148581073,33498812510
"868",2023-09-11,"13073803190.0",4829533919,3038870,150229764,32318243840
"869",2023-09-15,"12819490944.0",4656326295,3223904,145249029,31564446372
"870",2023-09-21,"13036776259.0",4619661483,3436789,146334614,31898830169
"871",2023-09-23,"9148229110.0",3618532998,3031406,164873936,27225265019
"872",2023-10-03,"13089730560.0",4598061029,3587314,144309974,31760254089
"873",2023-10-09,"12282523641.0",4414594717,3560043,151272506,30834444727
"874",2023-10-18,"12972157701.0",4620753454,4175038,188510988,34158923717
"875",2023-10-22,"8206280347.0",3264356584,3732143,201931877,28172300230
"876",2023-11-01,"9365872860.0",3730240717,4145138,238655247,32350832652
"877",2023-11-04,"9209899783.0",4172605272,4671181,286283279,35826946604
"878",2023-11-13,"12451970322.0",5099999059,5273704,249862949,38512948595
"879",2023-11-28,"13737837293.0",6096607202,6368770,364090857,47857715362
"880",2023-11-30,"13688124409.0",6189957519,6554730,380204892,48649783762
"881",2023-12-13,"13360335986.0",5689623294,6419439,331880238,44422131069
"882",2023-12-15,"12935311908.0",5861992206,6804285,346423444,45659404412
"883",2023-12-25,"7716627982.0",3888244342,5958085,322953946,36398339008
"884",2023-12-29,"9651588334.0",4885860905,5971540,335221108,40505101245
"885",2024-01-02,"10465249957.0",5226999188,5126739,372024471,43067854225
"886",2024-01-03,"11926681097.0",5337055519,5097934,363089807,43617338578
"887",2024-01-05,"12320779494.0",5476088882,5359243,376142350,44955161492
"888",2024-01-18,"13953406611.0",6526243084,6195918,461432450,52447600162
"889",2024-01-31,"13512707255.0",5735211835,5028300,378771656,45501984424
"890",2024-02-08,"13347595954.0",5581086039,5297512,326765107,43113543035
"891",2024-02-27,"13513657796.0",5858356412,5008546,389996444,46890671810
"892",2024-03-07,"13329989617.0",5655993624,4779382,359337020,44745214190
"893",2024-03-11,"12776643126.0",5612177412,4829678,357096404,43519562040
"894",2024-03-15,"12380852860.0",4956480889,4337321,266987183,37638257987
"895",2024-03-23,"9244497302.0",4073724072,3503408,277007580,33027280181
"896",2024-03-26,"13054511433.0",5359332860,4463545,302795840,40838796104
"897",2024-04-09,"12776391207.0",4846981825,3670290,227894733,35859730197
"898",2024-04-15,"11918358332.0",4437466275,3157067,200275763,32341064520
"899",2024-04-21,"8551348229.0",3788340271,3169050,310724476,33839986391
"900",2024-04-29,"11941762239.0",4689489202,3345258,248922678,35514333388
"901",2024-05-08,"8932329755.0",3604669397,2761072,222389304,29168208416
"902",2024-05-15,"12451582075.0",4396204613,2931913,194422227,32035218514
"903",2024-05-16,"12493551573.0",4511255051,3239701,186120753,32307248631
"904",2024-05-23,"12569201504.0",4460041406,3018892,180867262,31924571722
"905",2024-05-27,"11900685867.0",4310489569,2854214,181993931,30834836661
"906",2024-06-03,"11940657307.0",4356218024,2873158,178592189,31171047642
"907",2024-06-05,"12617831163.0",4373401002,2682560,176422739,31252223215
"908",2024-06-10,"11917775781.0",4338836663,2782188,169624527,30432376437
"909",2024-06-28,"12718554257.0",4717189503,3217664,166910137,31720798798
"910",2024-07-10,"13347163238.0",4759451957,3146459,173173944,32501794420
"911",2024-07-11,"13431628924.0",4845926323,3245359,169056498,32850973748
"912",2024-07-18,"13525193738.0",4920121122,3188447,167553646,32997338512
"913",2024-08-24,"9430192350.0",3966556113,3538343,176275696,27718818371
"914",2024-09-05,"12822837110.0",4552974109,4562160,164389131,31457271777
"915",2024-10-08,"12765065878.0",4667712949,5732480,188849571,33701465351
"916",2024-10-15,"12911144623.0",4710496308,6007235,189044646,33780129065
"917",2024-10-18,"12264743913.0",4606581713,6337863,200373565,33115891555
"918",2024-10-21,"12062838186.0",4425401030,5495852,202602538,32631751962
"919",2024-11-19,"13405296496.0",5629926139,8687467,346291280,43071517169
"920",2019-11-23,"10439297799.0",29807456,92963,33473451,43101506614
"921",2019-11-26,"14537674593.0",35769699,113798,29030682,45918267028
"922",2019-12-03,"15411990959.0",42680149,169602,41736442,55300848547
"923",2019-12-08,"9521607011.0",30778117,101619,36780462,42382723589
"924",2019-12-17,"14125042919.0",39025884,134763,32529438,46159553822
"925",2019-12-26,"10637520922.0",34677938,115936,37647398,44731201190
"926",2019-12-31,"10836606538.0",39031088,140023,48880974,51433309037
"927",2020-01-01,"9303454693.0",34103202,135006,45974855,46721967347
"928",2020-01-19,"9752117895.0",38381634,163305,53149491,48177854375
"929",2020-01-21,"15381244803.0",51066493,236019,53157682,57028928050
"930",2020-01-30,"14853524093.0",47903039,201455,44786785,50621590519
"931",2020-01-31,"13939091941.0",44437344,190304,38574564,45948216215
"932",2020-02-01,"10202501566.0",36771377,143599,39523531,40658359100
"933",2020-02-07,"14334779695.0",48472566,200924,48643115,51198968988
"934",2020-02-08,"10451921860.0",39160498,146028,47378185,44715120258
"935",2020-02-14,"13969201131.0",46055665,187838,42465306,47096056477
"936",2020-02-16,"9055624228.0",34254686,135178,40744066,38198369781
"937",2020-02-20,"14488690262.0",47749405,186612,43838924,47684147200
"938",2020-02-21,"13998440107.0",46741098,198847,45490421,47828908200
"939",2020-02-26,"14622202808.0",48372319,196729,49386503,49647234091
"940",2020-03-09,"13712199562.0",47125765,199241,46919640,47043983364
"941",2020-03-14,"9994981000.0",38222825,130569,45833007,40487850186
"942",2020-03-18,"11634219667.0",36369759,91205,39140306,37357321612
"943",2020-04-01,"10859664628.0",38179255,123187,48781152,40672143796
"944",2020-04-12,"7281422857.0",35986821,67577,28376226,26671246457
"945",2020-04-21,"10910183856.0",44088510,90935,28040236,31314007765
"946",2020-05-07,"11233709379.0",37503771,62003,26034319,30231097303
"947",2020-05-13,"11982330233.0",38716071,274121,32497264,34385184892
"948",2020-05-14,"11920344690.0",38997304,290714,31534254,34485773317
"949",2020-05-27,"12405759249.0",55226814,197455,25740972,30895026260
"950",2020-06-27,"9613312938.0",62658608,232059,27628886,28346345513
"951",2020-06-29,"12501309956.0",67979787,296801,26275276,31736133660
"952",2020-08-01,"9735978629.0",84705084,241654,30485389,30040433475
"953",2020-08-08,"9584672441.0",84706119,234968,30403136,29805140462
"954",2020-08-17,"11184435409.0",64142416,255073,28475517,29941360875
"955",2020-08-20,"12618593398.0",74442693,275162,29433740,32365224198
"956",2020-08-30,"8220081736.0",47894969,242175,33567487,26458154806
"957",2020-09-03,"13559119218.0",64802201,448298,30271409,32975614089
"958",2020-09-05,"9579541224.0",56925385,334299,32941403,28424740571
"959",2020-09-21,"12986340625.0",52306561,410443,31442102,32200739414
"960",2020-09-24,"13607598287.0",52266930,463797,31961174,32982621588
"961",2020-09-30,"13674261709.0",49980850,394884,41142928,35631873809
"962",2020-10-10,"9605356091.0",41329602,353564,49190551,32987332041
"963",2020-10-16,"13498131631.0",52691816,480949,61661615,42597497822
"964",2020-10-21,"13629050086.0",49883636,495679,50554141,37986251468
"965",2020-10-30,"12861104132.0",47100171,343346,59173507,38242369497
"966",2020-11-12,"12923031291.0",47468970,482435,66230860,39114206207
"967",2020-11-23,"13317110452.0",50917755,604470,94395851,46625583167
"968",2020-11-25,"13945236789.0",52136086,551330,97215974,46846593065
"969",2020-11-30,"13769012834.0",53680819,662983,110531254,50977598819
"970",2020-12-16,"13968906717.0",54664249,713228,105009905,48336308294
"971",2020-12-17,"13810913262.0",54679339,742379,98160565,47515409117
"972",2020-12-19,"9740174685.0",43959472,557185,102227068,42019630595
"973",2020-12-24,"10026450233.0",48325007,624635,101907547,43390652822
"974",2021-01-06,"14643846079.0",2814040969,989485,154470200,59880111217
"975",2021-01-07,"14757914164.0",2877273894,1068570,152664620,60451863659
"976",2021-01-12,"14833237438.0",2844106084,1082290,146916418,59270844586
"977",2021-01-26,"14797243610.0",2821419001,1042027,150055237,58380270966
"978",2021-02-10,"14549410272.0",2721152478,1034445,160153994,57688373186
"979",2021-02-12,"14215724117.0",2785478757,1221457,171802759,60161929768
"980",2021-02-17,"13888423530.0",2344105291,865881,120213662,48052596155
"981",2021-02-24,"13310805319.0",2046241348,644860,87569410,40101813306
"982",2021-03-03,"13477448953.0",2165897232,755406,104619667,43834003938
"983",2021-03-08,"13313010703.0",2406379040,918953,122893721,47767450812
"984",2021-03-15,"13265119233.0",2369430394,894474,116081469,46107600014
"985",2021-03-25,"13483408022.0",2206716774,834588,98196797,42465961033
"986",2021-03-26,"12924543858.0",2150897772,832374,101208822,41992000841
"987",2021-03-27,"9720553157.0",1727828604,1764558,108210913,38189430344
"988",2021-03-30,"13223759022.0",2012973219,1706265,73680159,36710115167
"989",2021-04-09,"12878031863.0",2046300608,1611177,103381188,42040250153
"990",2021-04-14,"13435130381.0",2183659050,1551921,115470878,44372428104
"991",2021-04-15,"13461251006.0",2190762789,1551672,112977983,44575091297
"992",2021-04-19,"12546576599.0",2030631964,1381826,98679969,40361550585
"993",2021-06-01,"13351269236.0",1954509399,1920112,58525009,32558265526
"994",2021-06-06,"8541067225.0",1316825716,1774191,66106475,26609612424
"995",2021-06-17,"14310572926.0",2199609178,1951564,59308707,34473094412
"996",2021-06-22,"13584617606.0",2053907155,1914280,59384694,33124117186
"997",2021-07-10,"10009004351.0",1644560290,1933567,64980564,28809521314
"998",2021-07-20,"14148029258.0",2177621229,2064738,61991104,34486038182
"999",2021-08-01,"8352918098.0",1453590868,2040000,65383961,26081217471
"1000",2021-08-20,"11549556584.0",1898069609,2590845,63987735,30761073612
"1001",2021-08-24,"12870539919.0",1999300049,2644917,63824198,32302766892
"1002",2021-09-02,"13616613979.0",2091204627,2991528,66531286,33525939352
"1003",2021-09-11,"9991646451.0",1650832357,3263020,70887495,28667019025
"1004",2021-09-15,"13922266896.0",2092842269,3413685,71213092,33823932652
"1005",2021-09-20,"12800391274.0",2005132702,3517246,69474693,32459052406
"1006",2021-09-25,"9896763947.0",1622255025,3647883,75266151,28933579269
"1007",2021-10-01,"13003649287.0",2038643175,4004958,80009319,34346838399
"1008",2021-10-17,"8914842072.0",1573961463,4335930,120749298,32526261285
"1009",2021-10-21,"13651263128.0",2178451501,4578416,98666815,37207257368
"1010",2021-11-02,"13173735264.0",2229885060,4915361,131792581,40662146366
"1011",2021-11-04,"14095797162.0",2407281627,5057722,155707982,44906358516
"1012",2021-11-06,"10518039536.0",2034209545,5125007,179937096,42132031076
"1013",2021-11-10,"14260493376.0",2552984974,5253087,183012566,47728882652
"1014",2021-12-05,"10109164019.0",2141044446,5972343,240035088,47876371485
"1015",2021-12-10,"14432426693.0",2843623109,6516201,236730654,54888890149
"1016",2021-12-13,"14091597646.0",2760219540,6295433,213888092,51392818281
"1017",2021-12-19,"10067124582.0",2190151586,6230243,252503120,48979856822
"1018",2021-12-30,"10503885432.0",2048380822,6009195,156894487,39476078870
"1019",2022-01-06,"14725683074.0",2948244852,6502475,250939207,55425590398
"1020",2022-01-31,"14136718767.0",2865977145,5857937,243399351,53340719245
"1021",2022-02-03,"14516635770.0",2771941850,5983430,221117703,51134369384
"1022",2022-02-05,"10709427674.0",2275193796,5811619,236784921,46562727317
"1023",2022-02-19,"10442639598.0",2146873635,5298797,216086646,43461250591
"1024",2022-03-04,"13628439692.0",2520248344,5092254,195692958,45920094985
"1025",2022-03-05,"10438202468.0",2155075518,4981637,219172886,43161246966
"1026",2022-03-21,"13190210034.0",2400080474,4375277,166241994,41412481264
"1027",2022-03-22,"13782447481.0",2404184238,4364892,157207792,41308362302
"1028",2022-04-27,"13187710583.0",2153943503,3093281,124094122,35770650733
"1029",2022-05-02,"12379069398.0",2102122798,2945344,112290655,33707800678
"1030",2022-05-10,"13529132414.0",2168864059,2789774,96300738,33192291930
"1031",2022-05-23,"12771602485.0",2122893946,2665674,98308551,32177924329
"1032",2022-05-24,"13137175468.0",2111455397,2657900,96471405,32536268139
"1033",2022-06-10,"13249944199.0",2116485745,2641763,98551348,32683004727
"1034",2022-07-02,"10079631217.0",1760666999,2504505,106293445,28611292147
"1035",2022-07-06,"14071901524.0",2299498363,2517449,104962087,34131826226
"1036",2022-07-07,"14081045033.0",2313095230,2665412,99951887,34168987793
"1037",2022-07-11,"13793755790.0",2354665700,2471083,102008502,34065576885
"1038",2022-07-22,"13762640615.0",2319010361,2835069,104489365,34525509975
"1039",2022-08-11,"11995301337.0",2225505993,2969675,102984029,32121056305
"1040",2022-08-14,"8551119044.0",1665142215,2857107,102736580,26376447496
"1041",2022-08-15,"9016492662.0",1724227475,2728331,101045226,26718898653
"1042",2022-08-16,"11285482896.0",2030482003,2970638,98206890,30122142602
"1043",2022-08-27,"9963931266.0",1817876938,3175134,109252594,28565149111
"1044",2022-08-31,"13787267965.0",2216602281,3308458,109098390,33383771000
"1045",2022-09-06,"13921477552.0",2264455807,3685098,101883743,33419054766
"1046",2022-09-09,"13008251732.0",2097758671,3842457,102027672,32037668956
"1047",2022-09-16,"12904260071.0",2085794043,3967895,103222750,31844384696
"1048",2022-09-26,"12510337524.0",2074053676,4138049,118961757,32803618169
"1049",2022-09-29,"13079283144.0",2131839155,4364330,126390198,34463058174
"1050",2022-10-03,"12507878490.0",2096066385,4280215,122256303,32940853553
"1051",2022-10-09,"8447384034.0",1479614511,4218438,140244451,27793331045
"1052",2022-10-16,"8508109131.0",1457834053,4350996,134841668,27165314141
"1053",2022-10-21,"12601663698.0",2036726773,4862695,115272094,32171116896
"1054",2022-10-28,"12419511520.0",1946846387,4796381,115110736,31604489628
"1055",2022-10-29,"9274061512.0",1602120954,4670845,121816937,27528274336
"1056",2022-10-31,"10301269181.0",1784214637,4623717,121648742,29490464950
"1057",2022-11-05,"9415416074.0",1776697086,5111172,186375057,33294306951
"1058",2022-11-11,"9599779901.0",1768275829,5124101,184737125,33149638673
"1059",2022-11-12,"9013791817.0",1766979458,5229340,183815026,32552792154
"1060",2022-11-19,"9701448445.0",1934481416,5568620,233072820,37283668696
"1061",2022-11-23,"13645969655.0",2489622185,5728863,247282334,44060758899
"1062",2022-12-07,"14261522951.0",2836061545,6486089,341082301,52278706274
"1063",2022-12-11,"10050271681.0",2364673516,6571626,418928678,51750628070
"1064",2022-12-27,"10106452443.0",2206799329,5896150,263779451,40993946397
"1065",2023-01-08,"8708153802.0",4072404676,5000443,279557581,37768376537
"1066",2023-01-12,"13583156635.0",5840528028,5557371,272623861,45630390707
"1067",2023-01-19,"14001627025.0",6789237329,5940272,398864315,55467990256
"1068",2023-01-21,"10715493212.0",5807510679,5713935,426192238,52142096235
"1069",2023-01-28,"10666190018.0",5791366359,5585528,424446579,51840087426
"1070",2023-02-08,"14214880116.0",6575746346,5267105,389981555,53657233476
"1071",2023-02-14,"13690453396.0",6057641632,4831833,322256269,48461314406
"1072",2023-02-17,"12761397336.0",5408983335,4695295,272361897,43187622925
"1073",2023-02-25,"9911602875.0",4839196039,4462310,324782767,42159737710
"1074",2023-03-07,"13381097039.0",6138092307,4569956,344105984,49036179757
"1075",2023-03-15,"13203181464.0",5482854068,3872612,275543971,42411472321
"1076",2023-03-22,"13022505028.0",5066336368,3568304,234380546,39033432328
"1077",2023-03-23,"12699901990.0",4946099975,3537687,212080689,37691380017
"1078",2023-04-06,"12988722400.0",5252689672,3481550,238201710,40173164108
"1079",2023-04-08,"9364250941.0",4212216258,3051534,237729636,34441911425
"1080",2023-04-13,"12959007231.0",5188253652,3208543,230441624,39667485525
"1081",2023-04-29,"9068374694.0",3728113458,2333559,173183025,28804143684
"1082",2023-04-30,"8050747674.0",3291805983,2152502,174785626,27184408172
"1083",2023-05-09,"12181846719.0",4526082117,2420026,150621209,31887940423
"1084",2023-05-11,"12709199104.0",4593801975,2334990,157682492,33041520078
"1085",2023-05-30,"12272153096.0",4494064822,1938221,139939402,30778227489
"1086",2023-06-02,"12515364585.0",4559836984,2099260,139524173,31059411501
"1087",2023-06-07,"13158997858.0",4672898596,1892240,146778515,31816109361
"1088",2023-06-10,"9662694689.0",3948727142,1920910,150447858,27553562757
"1089",2023-07-01,"9510793835.0",3871650030,2052889,151176202,27506352326
"1090",2023-07-04,"13288081182.0",4795973418,2228775,141123681,32295606641
"1091",2023-07-08,"10300234209.0",4307420016,2086375,157698785,29390993093
"1092",2023-07-13,"13264600138.0",4892885308,2200878,142451729,32676379765
"1093",2023-07-16,"8783215068.0",3588192559,1934534,153948284,26593814045
"1094",2023-07-20,"13556629812.0",5006628417,2199437,146172369,33313896733
"1095",2023-08-05,"8462401343.0",3642562965,2165299,148126146,26103097475
"1096",2023-08-27,"8219055047.0",3258256446,2228781,157620826,25369071884
"1097",2023-08-30,"12602258741.0",4329200083,2441486,150915581,30948492068
"1098",2023-08-31,"12700728128.0",4394722867,2591771,146126795,31249172115
"1099",2023-09-03,"8810069159.0",3392873258,2430909,165783171,26429353489
"1100",2023-09-18,"12578712997.0",4587529540,3134885,148311061,31276356887
"1101",2023-10-12,"13043327065.0",4590767336,3905473,147876140,31819301331
"1102",2023-11-18,"9495239365.0",4376337551,5189010,300221233,36834961112
"1103",2023-11-22,"13289246526.0",5437146679,5557378,306143196,42414620589
"1104",2023-11-23,"13449744687.0",5708273925,6017515,316426597,44208327055
"1105",2023-11-27,"13181498058.0",6107612203,6385710,388271740,48581403873
"1106",2023-12-14,"13542798353.0",6029197647,6814927,346326356,46501284757
"1107",2023-12-21,"12622421135.0",5975915576,6850200,358868115,46709789827
"1108",2023-12-28,"9863131904.0",5022022165,5985473,342496229,41582092889
"1109",2024-01-21,"9839020005.0",5222328223,5528004,573977644,51547014503
"1110",2024-01-30,"13477890999.0",5759932573,5277985,349817890,44603568558
"1111",2024-02-18,"8793084821.0",3938151908,4116050,346164557,36356553003
"1112",2024-02-19,"12590927548.0",5232223502,4645299,313583820,40822680202
"1113",2024-02-20,"13229400118.0",5418774548,4777493,320048583,42214317398
"1114",2024-02-24,"9935243448.0",4862474217,4727174,417921440,42819706487
"1115",2024-03-06,"13418662028.0",5679064037,4898530,381066290,45425062921
"1116",2024-03-08,"12757303242.0",5511326476,5003917,363862837,44173191623
"1117",2024-03-10,"8804978190.0",4112565243,4092672,385128034,38396254788
"1118",2024-03-13,"13088772450.0",5229461629,4229603,316430429,40808848810
"1119",2024-03-14,"12974524102.0",5181667812,4242144,283264012,39317604433
"1120",2024-03-16,"9309448313.0",4078552144,3737836,282489227,33465216841
"1121",2024-03-20,"12739583778.0",4759746270,3613046,249498120,35857206193
"1122",2024-03-25,"12397985435.0",5190721011,4038102,303855251,39659728154
"1123",2024-03-31,"8404279238.0",3773114106,3425622,304868664,33555049031
"1124",2024-04-02,"12418602524.0",5169683501,4164699,286300198,39223513044
"1125",2024-04-06,"9215454808.0",3785265688,3194365,228332694,30041469790
"1126",2024-04-07,"8289095218.0",3307921395,2916740,233329142,28386765190
"1127",2024-04-20,"9309927634.0",4127806203,3331438,287044259,33923935463
"1128",2024-05-02,"11785323651.0",4787201597,3778712,240388242,35357387409
"1129",2024-05-07,"11682343204.0",4562369076,3413299,215813677,33346602725
"1130",2024-05-09,"8807860799.0",3588854349,2634357,202886342,28116523912
"1131",2024-05-28,"12569025776.0",4455454778,2920633,177985533,31737058341
"1132",2024-06-15,"9060035122.0",3643949823,2816346,185997643,27526520319
"1133",2024-06-16,"8208585012.0",3192836048,2484390,191776570,26068582256
"1134",2024-06-26,"13476804324.0",4776614218,2798880,174029652,32564637731
"1135",2024-07-06,"9405806210.0",3778604474,3119490,178125392,27461085180
"1136",2024-07-07,"8425100116.0",3316691399,2818487,180372182,25676816808
"1137",2024-07-08,"12338922283.0",4498337825,2981906,167899374,30935594794
"1138",2024-07-13,"9337466666.0",3801783345,2975724,173286121,27168319540
"1139",2024-07-15,"12459594056.0",4555941165,3065680,168780448,31322299907
"1140",2024-08-13,"11329864255.0",4704635096,3642443,171140780,30763325234
"1141",2024-08-18,"7888079914.0",3327653328,3216513,171511805,24836775853
"1142",2024-08-27,"12791031138.0",4620604409,3464036,165839091,31596388647
"1143",2024-08-29,"13234042982.0",4802877531,3829343,171205026,32627769150
"1144",2024-09-06,"12376032714.0",4459409250,4594374,165649504,30933846863
"1145",2024-09-15,"8203454513.0",3238249297,3837671,204536925,26929408855
"1146",2024-10-11,"12243933019.0",4698758052,6115996,207858494,34206892754
"1147",2024-10-14,"12259201177.0",4652773209,5943350,204104464,33728957014
"1148",2024-10-17,"12888322680.0",4656145676,6183127,184338656,33168648256
"1149",2024-10-30,"12644951916.0",4615868678,6136504,242627161,34969584967
"1150",2024-11-12,"12733382227.0",5458338446,8033871,327333116,40963344624
"1151",2019-12-06,"14744680825.0",42193475,167333,43067857,54955958341
"1152",2019-12-20,"12814360464.0",37178355,136113,32130981,44009557483
"1153",2019-12-24,"10408154454.0",35895682,108975,34771454,42557882077
"1154",2020-01-05,"9109917180.0",35788223,124589,47139760,45704569277
"1155",2020-01-12,"9482906600.0",36694813,134226,47810834,45803314991
"1156",2020-01-16,"14590605629.0",46426977,172863,40335955,48828232485
"1157",2020-01-17,"14105617674.0",45239618,192978,40632310,48623052126
"1158",2020-01-24,"14665594875.0",49022744,230858,53033744,55477655290
"1159",2020-01-25,"10842346577.0",40740336,189688,53465706,49873315620
"1160",2020-02-03,"13616610355.0",42929834,166774,34288770,43103719193
"1161",2020-02-18,"14544722501.0",47797570,191742,43255356,47813806630
"1162",2020-02-19,"14598014040.0",47997733,195645,45679599,48383129102
"1163",2020-03-02,"13786033132.0",47416165,208925,48506239,48706536011
"1164",2020-03-05,"14412749309.0",49028498,212566,46712723,48909097110
"1165",2020-03-07,"10337240413.0",40642045,172179,52810735,44999087272
"1166",2020-03-16,"12702628744.0",41608858,148284,41767089,41841764174
"1167",2020-03-19,"11145377424.0",35148021,83476,35247134,35506764864
"1168",2020-04-28,"11095876412.0",39637631,82952,27042058,30771848194
